"Accession","Abundances..Grouped...126.1","Abundances..Grouped...127.1","Abundances..Grouped...128.1","Abundances..Grouped...129.1","Abundances..Grouped...130.1","Abundances..Grouped...131.1","Abundances..Grouped...126.2","Abundances..Grouped...127.2","Abundances..Grouped...128.2","Abundances..Grouped...129.2","Abundances..Grouped...130.2","Abundances..Grouped...131.2","Abundances..Grouped...126.3","Abundances..Grouped...127.3","Abundances..Grouped...128.3","Abundances..Grouped...129.3","Abundances..Grouped...130.3","Abundances..Grouped...131.3"
"P46063",126.3,95.8,107,122.1,143.1,101.7,94.8,111.1,93.6,116.6,122.9,118.8,109.8,83.5,92,136.4,142.6,95.3
"P46087",119.7,65.6,145.1,158.3,126.5,19.7,136.7,102.4,115.3,107.2,111.9,79.6,124.2,62.2,114.8,133.6,115.4,49.8
"P46100",216.4,NA,97.6,128,158,NA,231.3,NA,146.4,138.7,152.9,NA,NA,NA,600,NA,NA,NA
"P46109",137.7,98.3,139.6,110.5,112.2,107.8,152.3,96.3,109.7,107.3,96.8,131.7,130.5,112.6,128.8,131.8,111.7,170.3
"P46459",144.3,51.8,116.9,136.2,122.2,66.7,134.7,56.6,109.5,170,119.6,94.1,160.8,64.7,123.9,147.9,122.7,61.1
"P46527",194.4,20.2,20.5,127.3,24,492.1,NA,NA,NA,NA,NA,NA,69.1,84.7,65.3,84.1,78.7,218.1
"P46734",160.3,95.1,102.4,121,113.5,164,80.6,134.9,109.4,116.6,110.7,151.8,86.8,101.5,111.9,119.9,144.3,166.2
"P46776",103.6,54.8,116.3,157.9,131.3,90.4,99,109.1,112.3,134.4,113.3,91.4,113.9,56.3,111.2,148.1,120.6,79.8
"P46777",95.1,88.1,99.1,138.5,125.1,71.8,123.9,94.7,109.8,145.6,127.6,95.3,91.3,64.4,154.4,158.6,122.3,145.5
"P46778",65.9,87.7,88.9,107.2,113.5,273.6,125.2,101.8,94.6,163.7,130,130.4,69.3,118,119.4,114.5,116,125.4
"P46779",54.3,114.9,68.3,85.8,93.7,183,59.6,114.6,59.4,85,85.2,196.2,46.8,135,61.6,89.2,88.3,215
"P46781",52.3,97.7,114.4,154.5,168.3,138.5,80,112,98.6,130.2,136.9,108.9,62.9,89.5,111.2,144.9,161.1,120.5
"P46782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6,125.6,132.3,166.1,83.7,225.6
"P46783",92.4,138.4,61.3,81.6,84.5,236.9,185.2,187.5,24.2,15.7,35.3,152.2,46.8,115.5,64,94.4,85.1,254.7
"P46939",119.1,87.3,109.4,115.4,124.1,82.4,130.9,74.7,122.7,122.5,121.2,105.1,104.3,80.1,124.1,136.5,155.2,130.7
"P46940",105.2,54.4,105.6,137.5,147.4,84.1,117.8,40.2,102.8,142.5,156.8,65.3,116.5,46,96.8,123.2,140.2,91.7
"P46976",125.1,107.7,85.7,100.2,107.6,98.3,111.3,90.3,94.2,104.9,112.5,108.3,109,112.8,94,99.8,101.3,83.1
"P46977",27.4,88.2,35.3,24.4,NA,424.7,NA,NA,600,NA,NA,NA,92.1,NA,199.1,143.2,165.6,NA
"P47224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P47712",74.3,95.5,118.7,85.3,101.8,248.8,118.5,106.9,133.2,221.2,129,52.4,97.8,86.3,137.6,116.5,152.7,36.4
"P47755",162.2,33.2,153.6,134.1,126.5,75.6,184.7,31.2,167.1,126.7,133,55,180.3,99.5,130.1,113.1,206.1,47.1
"P47897",132.4,61.1,111.1,98.6,119.3,155.2,95.7,90.2,106.6,104.9,113.3,143.1,122.9,83,104.1,117.9,120.6,119.6
"P47914",64.3,93.1,60.5,79.4,60,242.6,54.6,105.5,47.3,63.5,57.3,271.7,67.2,74.8,65.5,82.1,68.3,242.1
"P47974",51.1,51.8,115.4,140,123.5,118.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P47985",114.7,117.8,155.5,110.1,118.2,137.5,116.2,109.6,109.9,108.3,118.2,127.6,101.8,116,85.7,95.4,115.5,157.5
"P48047",90.4,192.9,114.6,132.2,107,118.5,140.6,112.1,168.9,202.2,164.5,35.1,127,195.1,139.2,116.5,120,133
"P48059",73.8,165.5,109.3,87.1,83.6,112.3,110.8,113.4,101.4,84.3,89.5,156.9,94.5,136.9,125.6,89.5,99.9,109.2
"P48060",105.7,143.1,93.4,103.8,109.3,44.8,148.1,38.8,118.9,162.5,88.5,43.2,184.6,NA,129.8,139.1,146.6,NA
"P48147",110.9,92.5,84.3,94.4,94.7,154,94.8,113.7,103.4,116.5,108.8,179.1,112.1,97.3,95.8,103.9,106.7,154.4
"P48201",61.7,139,62.6,68.6,68.8,199.2,46,159.7,52.2,65.2,67.9,209,56,157.2,59.4,66.9,71.2,189.3
"P48382",NA,NA,NA,NA,NA,NA,141.7,NA,78.3,89,291.1,NA,NA,NA,NA,NA,NA,NA
"P48426",116.4,151.5,109.8,105.3,98.7,106.6,93.2,141.7,100.5,97.8,103.6,144,107.4,115.9,176.6,116.3,120.3,102.6
"P48449",156.8,117.4,105.4,102.2,80.9,74.6,153.4,170.5,72.7,136.3,67,NA,136.6,138.8,114.8,128.3,81.5,NA
"P48506",153.1,77.9,137.5,157.8,112.7,NA,155.5,96.1,144.9,145.4,106.1,NA,186,165.1,118.9,143.9,128.2,NA
"P48507",95.9,119.3,123.3,92,112.3,116.1,136.9,104.9,154.9,112.7,116.7,105.6,137,127.4,155,130.7,147.8,NA
"P48509",97.8,71.5,113.9,81.3,67.4,252.3,101.6,65.6,114.8,89.6,72.7,155.6,123.2,88.5,154.9,73.9,77.5,246.2
"P48553",125.1,272.7,95.9,97.9,82.8,178.5,140.6,117.9,74,121.1,109.5,132.8,100.7,154.5,83.2,94.4,78.7,117.9
"P48556",79.5,129.6,112.9,123.3,131.7,198.6,72.1,106.2,89.7,110.3,112.4,109.3,85.6,85.4,86.4,109.6,112.7,150.3
"P48595",171.2,80.3,135.6,170.8,91.8,58.7,136.9,75.4,140.6,159.5,212.9,48.8,150.3,67.7,175.1,161.6,140.2,NA
"P48634",NA,NA,NA,NA,NA,NA,74.6,95.9,103.8,93.9,98.8,133,81.9,70.6,108.5,109.8,82.9,146.4
"P48637",106,113.9,123.7,139.5,119.7,91.6,121.6,110.7,122.9,101.2,109.2,109.9,121.3,117,126.7,119.2,99,127.3
"P48643",111.9,61.1,125.8,133.2,124.3,65.1,120.3,54.5,131.8,138.4,126.7,56.3,115.8,57.7,137.1,139.5,134.2,60.8
"P48651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6,119.3,65.7,103.4,90.9,147
"P48723",183.1,NA,204.2,212.7,NA,NA,104.5,72.7,180.3,151.4,91.1,NA,106,NA,149.5,67.5,154.3,122.6
"P48729",88.1,54.5,52.2,83.8,78,243.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P48735",105.8,71,131.3,133.4,126.1,72.7,118,78.7,123.7,125.6,126.9,93.8,93.2,84.3,120.6,131.7,122.3,78.2
"P48736",110,108,101.5,98.9,103,104.9,96.9,48.8,105.1,109.8,115.4,247.9,99.9,103.6,99.2,106.9,114,76.5
"P48739",108.8,118.1,127,111.8,138.2,99,NA,NA,NA,NA,NA,NA,99.9,129.8,88.9,84.9,82.2,114.3
"P48960",58.7,114.7,82.7,142.9,136.4,243.9,90.6,49.3,105,127.6,138.4,267.4,93.4,53.2,113.7,167,158.3,29
"P49023",97,91.6,124.7,102.2,112.5,189.9,260.4,56.9,84.9,138.5,111.8,145.8,116.6,38.7,84.8,122.9,104.8,132.2
"P49069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49137",94.9,104.6,104.7,98.3,92.6,157.3,131,82.6,69.1,98,115.7,327.8,102.3,91.1,92,92.1,102.3,180.2
"P49184",NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,139.4,42,140.4,166,112.2,NA
"P49189",104.9,57.2,109,121.5,95.1,136.6,111.3,71.8,113.2,134.6,103.3,110.7,125.5,60.1,116.8,130.5,129.8,66
"P49207",89.3,93,88.2,105.3,96.6,209.8,97.9,105.1,71.8,91.5,81,248.1,81.4,128.6,122.5,100.4,108.5,168.3
"P49247",78.5,157,82.7,100.6,93.1,117.4,89.6,123.7,92.3,98.3,111.8,84.2,155.5,100.8,139.9,115.7,118.9,39.1
"P49257",148.4,98,123.8,125.9,120.4,125.4,102.6,106,116.6,105.8,114.7,150.2,93.2,100.6,106.3,100.6,110.6,148.1
"P49321",92.3,168.6,105.4,106.6,123.3,91.8,94.8,125,106.6,127.7,119.2,104.2,91.3,123.6,110.5,119.8,121.3,76.8
"P49327",115.1,108.5,122.4,95.1,145.8,128.9,145,113,124,106.5,93.7,111.1,110.3,91.1,117.3,111.9,112.6,110.5
"P49368",119.1,71.1,127.4,131.9,117.7,77,124.8,79,126.5,128.9,124.7,68.6,117.5,79.3,131.6,142.5,128.5,69.4
"P49407",121.7,148.7,103,94.7,100.3,100.4,93.3,148.6,114.3,105.5,122.5,148.7,108,133.9,105.2,89.9,106.3,79.2
"P49411",122.2,140.2,106.1,102.9,122.3,76.6,130.2,160.7,108.5,105.3,112,60.6,120.7,106.5,91.1,101.4,107.3,87.6
"P49441",253.9,40.3,107,70.7,105,23,243.6,40,94.3,70.1,111.5,40.4,NA,NA,NA,NA,NA,NA
"P49458",112.9,93.2,95.5,126.2,128.3,149.8,80.3,83.6,97,156.1,143.8,139.9,83.3,95.2,84.4,126.2,130.5,139
"P49588",112.1,110.2,154.3,126.5,133.4,66.4,104.1,99.7,112,116.2,117.7,65.7,113.2,112.2,136,119.9,117.3,105.5
"P49589",164.4,147.8,126.1,106,128.7,197.1,118.1,144,110,131.3,143.4,172.9,138.4,154.7,104.6,114.8,121.5,271.3
"P49593",129.8,55.4,140.6,148.3,119.4,56,172.7,48.3,135.2,116.7,118.6,51.9,168.5,52.1,141.5,126.2,117.1,188.3
"P49641",131.2,174.4,115.1,115,64.3,NA,77.6,147.3,97.5,65.6,51.2,160.8,80,143.2,107.1,81.8,78.9,109.1
"P49643",58.1,86.4,84.5,173.8,162.6,34.5,85.8,115.3,83,151.8,164,NA,NA,NA,NA,NA,NA,NA
"P49662",127.3,NA,172.7,173.6,126.4,NA,116,NA,133.8,173.3,176.9,NA,88.3,115.1,153.7,80.4,162.5,NA
"P49703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49711",45.3,103.5,41,61.6,67.3,281.4,53.8,81.6,65.9,66.4,54.5,277.9,64.4,81.3,54.6,68.9,68.7,262.1
"P49715",NA,NA,NA,NA,NA,NA,262.6,NA,171.4,166,NA,NA,NA,NA,NA,NA,NA,NA
"P49720",120.3,64.8,94.6,133.3,160.6,197.1,111,49.9,116,121.6,111.5,270,124.5,94.6,107,189.3,129.5,93.4
"P49721",103.2,120.9,70.5,107.6,93.8,124.8,118.4,116.2,117.8,127.4,127.9,152.2,119.7,118.9,86.1,112.6,146.8,100.1
"P49736",NA,NA,600,NA,NA,NA,184.2,NA,236,135.4,204.2,NA,256.4,343.6,NA,NA,NA,NA
"P49747",212.2,131,57,70.3,65.9,188.7,164.9,146.5,66.6,80.6,57.4,234.9,200.2,141.9,80.7,76.9,59.3,140.2
"P49748",123.8,74.9,108.5,91.1,148.6,111,110.4,101.3,105.4,82.6,140.2,117.9,122.9,77.7,113.9,77.9,166.9,120
"P49753",115.9,98.1,107.8,115.2,133.1,158.1,79.2,111.4,94,105.9,99.6,165,177.1,40.9,166.9,167,137,NA
"P49755",107.6,81.7,112.2,142.2,138,143.2,97.1,113.4,107,116.7,199.9,171.5,123.8,82.3,156.4,121.5,98.1,198.1
"P49756",120.9,77.6,100.8,104.1,102.6,187.8,125,114.4,111.1,102.8,142.5,125,119.6,125.9,91.8,127.2,129.4,122.6
"P49757",226.5,97.4,152,127.1,79.1,24.2,140.9,133.1,113,172.4,107.1,NA,273.2,NA,182.3,289.1,NA,NA
"P49767",91.4,233.4,102.5,82.5,90.2,NA,NA,NA,NA,NA,NA,NA,60.7,121.9,125.8,69.3,116.1,212.3
"P49770",NA,NA,NA,NA,NA,NA,150.1,53.4,139.8,132.1,124.6,NA,NA,NA,600,NA,NA,NA
"P49773",90.4,107.4,111.3,114.3,101.7,160.6,69.7,119.5,86.3,99.8,101.2,164.7,111.3,109.3,87.6,107.2,99.8,224.1
"P49790",72.9,122.9,98,94.3,211.9,NA,121.1,142.5,78.7,148.6,109.2,NA,124.4,121.9,70.6,89,107.7,86.4
"P49792",102.4,94.1,149.3,117.9,130.5,170.8,91.1,126.3,74,81.8,78.8,180.8,104.9,114.4,94.1,88.5,101.1,180.7
"P49796",177.4,NA,186.5,105.5,130.5,NA,101.6,NA,93.5,212.1,290.4,NA,161.2,131.7,102.7,79.7,112.6,155.8
"P49815",NA,NA,NA,NA,NA,NA,186.8,52.3,152,336.4,199.9,NA,NA,NA,600,NA,NA,NA
"P49821",129.1,84.1,114.2,120.9,116.8,160.8,116,70.8,130.1,146.5,142,236.2,136.6,72.6,100.2,107.8,115.2,109.2
"P49840",125.5,115.3,92.9,105.7,99.5,61,113.3,58.8,80.9,95,93.4,158.6,NA,NA,NA,NA,NA,NA
"P49841",190.2,30.4,137.6,179.1,146.7,NA,114.9,143,103.3,139.7,150.5,132.1,116.4,88.6,99.4,109,100.3,86.4
"P49863",117.9,174.2,110.8,172.8,229.7,15.2,164.7,208.2,78.9,87.6,167.7,70.6,156.1,142.6,77.2,136,131.3,159.7
"P49903",147.7,136,138.2,109.2,102.6,68.5,157.1,16.7,157.2,140.2,113.5,47.2,122.5,80.4,101.6,116.5,102,102.8
"P49908",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49914",NA,NA,NA,NA,NA,NA,155.6,113.8,81.1,116.5,70.1,125.8,NA,NA,NA,NA,NA,NA
"P49915",66.5,131.7,92.4,136,168.3,142,184.3,138.6,134.1,151,143.9,NA,80.6,88.1,98.1,293.1,131.4,62.1
"P49916",NA,NA,NA,NA,NA,NA,184.1,55.8,97.4,93.7,70.8,98.2,NA,NA,NA,NA,NA,NA
"P49959",165.3,73.6,93.7,131.8,122.8,185.5,100.2,84.8,95.2,86.2,155.3,159.9,NA,185,96.8,156.1,162.2,NA
"P50053",NA,NA,NA,NA,NA,NA,75.2,60.4,84.6,135,66,178.7,NA,NA,NA,NA,NA,NA
"P50135",NA,NA,NA,NA,NA,NA,129,71.8,87.5,109.9,105.4,96.3,361,138.2,102.8,100.1,136.8,NA
"P50148",143.4,70.1,189.9,133.6,152,38,129.7,70.4,189.5,115.6,113.7,54.6,171.9,68.4,185.9,177.4,123.8,32.2
"P50213",73.3,149.9,70.8,72.6,73.7,186.4,105.1,151.9,69,82.3,95.3,149.2,104.2,134.5,66.8,103.2,116.8,172.6
"P50225",131.5,94.1,123.9,150.3,142.5,55,103.8,193.4,127.2,134.3,109.4,93.5,103.8,181.5,113,121.3,96.6,103.8
"P50238",137,86.4,100.7,109.3,123.2,173.1,132.1,88.5,104,131.6,139.1,106.7,154.4,94.3,92.4,135.3,112.7,105
"P50336",57.8,86.3,90,81.1,98.7,186.1,NA,NA,600,NA,NA,NA,73.5,103.7,79,74.2,79.5,190
"P50395",114.8,91.7,104.5,163.7,173.8,41.4,124.8,86.3,130.3,169.8,119.5,36.1,116.7,89,127,161,132.2,34.7
"P50402",91.3,111.7,131.1,115.9,117.2,113.5,107.1,63.3,132.9,132.5,123,123.7,109.6,81.6,121.7,138.1,133.5,78.8
"P50416",73.2,131.4,180.3,89.2,99.2,147.5,77.6,153.1,108.4,91,101.2,127.1,58.1,129.4,99.5,91.9,107.4,136.3
"P50440",NA,NA,NA,NA,NA,NA,151.1,NA,191,75.3,182.6,NA,NA,NA,NA,NA,NA,NA
"P50452",99.8,93.7,162.3,182.6,157.2,62.2,139.3,80.7,115.7,153.3,132.7,48.2,109.9,93.5,152.1,157.5,89,89.6
"P50453",177,77.3,117.8,183.3,98.6,53.8,108.7,87,136.6,139.5,102,73.2,174.7,72.9,104.5,123.5,104.9,77.6
"P50454",117,76.8,164.6,109.7,85.2,77.8,124.8,117.3,145.5,98.7,91.4,83.6,101.6,107.8,151,105.8,83.7,136
"P50502",59.6,129.4,88.8,93,92.7,175.5,77.1,135.6,92.1,91.3,93.9,153.8,72.2,136.6,93.1,96.3,97.9,138.4
"P50552",94.3,128.1,106.3,100.6,126.4,134.4,91.4,160.8,94.8,85,84.1,148.6,88.6,115.8,102,95.4,85.1,141.6
"P50570",121.4,81.7,106,115.8,125.3,118.4,94.2,87.7,108.1,116.1,120.9,158.5,100.6,86.5,123.9,98.5,124,169.3
"P50579",146.7,161.1,123,114.3,134.4,83.9,NA,NA,NA,NA,NA,NA,176.6,NA,145.4,170.8,107.1,NA
"P50583",120.9,141.3,124.8,132.2,151.4,NA,161.2,34.1,180.9,126.9,153,26.5,102.1,NA,144.8,151.3,201.9,NA
"P50749",101.7,81,88.3,112.8,103.5,112.6,93.9,84,76.5,98.7,100.3,146.5,120.9,82.8,102.7,115.3,115.6,62.7
"P50851",94.3,119.1,134.8,102,108.7,86.4,92.1,108,128,97.4,106.6,84.8,114.1,95.7,140.5,103.4,111.4,108.7
"P50914",59.3,84.6,66.1,98.4,87.8,244.5,50.5,87.7,69.9,86.7,78.1,272.5,62.3,79,69.7,88.9,85.8,214.2
"P50990",151.9,73.8,118.8,142.4,156.3,37.4,120.9,80.7,114.5,120.4,122.2,56.4,130.3,70.7,126.4,121.5,126.9,50.5
"P50991",116.9,81.7,113,123,112.6,88.9,101.6,82.8,121.1,129.9,126.4,114.1,119.2,81.3,114.7,126.1,109.5,120.7
"P50995",135.6,88.6,129.4,137.2,138.1,65.2,124,66.8,155.1,158.4,147.4,64.2,140.4,77.1,137.3,130.9,131.5,82.5
"P51003",173.1,NA,143.6,140.6,142.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P51114",154.6,140.3,67.6,48.7,56.2,132.6,70.7,74.2,58.2,65.7,70.2,260.9,134.5,61,52.8,95.1,101.6,155
"P51116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,84.5,107.1,119.7,115.1,83.4
"P51124",153.2,90.7,88.9,71.2,110.1,174.1,136.6,98.4,142.6,96.2,95.4,190.6,179.5,48.9,111,165.5,122.6,15.3
"P51148",139.9,73.6,121.9,117.7,130.7,74.7,121.1,97.5,106.8,111.1,119.3,86.6,82.5,101.8,142.6,107.5,115.8,127
"P51149",94.5,89.8,129.3,140.8,128.4,55.9,100.7,112.9,135.8,128.5,126,61.9,91.4,92.9,138.9,130.6,123.7,48.7
"P51153",152.6,176.8,138,105,103.9,NA,218.4,155,165.4,159.3,122.1,149.9,165.9,122.6,141.4,110.6,108.6,108.1
"P51157",62.9,163.3,196.3,53.9,123.6,NA,98.4,257.8,92.2,47.2,104.5,NA,NA,NA,NA,NA,NA,NA
"P51159",140.6,69,108,121.8,118.7,118.2,135.3,64,108.3,127.5,126.8,108,123.6,66,116.6,120.4,138.3,171.3
"P51397",66,93.4,87.1,94.2,83.1,211.3,94.6,96.8,91.9,96,83,183.6,55.9,100.1,68.5,74.3,74.9,226.2
"P51452",157,59,122.1,123.1,130.8,39.6,143.2,118.8,127.7,117.7,101,76.5,116.8,97.2,117.6,110.4,112.6,75.9
"P51531",123.6,69.6,111.2,112.2,127.2,56.1,80.7,77.8,82.9,98.7,103.3,156.6,NA,NA,NA,NA,NA,NA
"P51553",88.9,104.9,95.3,157.5,176,37.1,102.1,144.3,116.3,164,289.5,66.9,128.6,73.6,98,169.1,143.7,47.5
"P51570",130.7,162.2,131.8,76.5,204.8,107.6,134.8,87.3,69.6,121.4,87.8,213.4,59.4,77.3,93.8,99.8,74.9,194.8
"P51571",24.4,159.3,29.3,62.4,55.7,268.9,19.6,169.2,42.7,55.3,63.7,249.4,22.1,164.4,37.9,51.2,65.3,259.1
"P51572",90.7,121.5,103.1,100.1,102.5,82.1,134.3,134.6,93.7,105,109.4,72.5,94.6,116,127.1,123.4,109.1,68.6
"P51575",104.4,134.1,117.8,85.3,90.8,101.5,122,122.5,163.8,86.5,91.1,42.3,121.2,97.8,133.2,83.2,88.5,76.2
"P51606",115.3,82.7,146.9,125.8,132.4,33.7,112.5,87.7,148.6,123.3,128,NA,110.6,113.5,137.6,111.8,120.3,69.1
"P51608",66.4,62.3,80.5,91.2,84.6,225.1,83.4,69.9,72.4,90.6,84.9,235.9,81.4,71.9,81.2,89.2,89.2,231.8
"P51649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3,90.4,100.9,81.2,91.6,130.6
"P51659",122.4,94,116.6,106,128.2,83,102.8,90.5,129.1,114.2,119.6,87.5,130.4,98.2,130.1,111.7,106.7,78.4
"P51665",86.8,62.7,121.3,139.2,131.1,117.7,114.2,83.2,153.9,129.4,136.5,97.3,76,71.5,127.1,144.5,156.5,97
"P51668",110.9,65.6,95.3,125.5,178.8,23.9,134.5,61.6,108.2,115.3,180.4,NA,NA,NA,NA,NA,NA,NA
"P51688",128.6,4.5,146.8,183.1,139.3,NA,170.9,NA,133.1,151.2,144.8,NA,88.3,26.8,119,167.5,142.8,110.9
"P51790",121.5,66.1,145.8,120.6,115.7,60.4,136.1,132.3,99.9,82.9,79.7,138.1,600,NA,NA,NA,NA,NA
"P51809",96,160.6,98.8,79.9,77.9,210.4,100.7,171.5,105.4,89.8,81.1,154.5,155.5,73.4,112.2,89.6,116.8,104.8
"P51812",116.2,80.5,121.2,140.4,128.9,80.8,89.7,86.7,93.3,122.1,119.5,126.4,100.1,73.8,105.5,185.2,139.7,113.6
"P51828",297,NA,173.7,129.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P51858",105.2,94.4,96.5,116.4,138.5,145.7,87.1,113.3,83.7,128.6,132.7,89.2,96.8,101.5,86.4,116.4,148.4,101
"P51884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,151.3,35.9,41.1,44.6,246.4
"P51970",132.1,37,120.1,157.7,168.6,6,113,41,117.1,165.9,162.9,NA,116.7,NA,138.9,179.5,164.8,NA
"P51991",114.3,61.3,102.7,144.3,133.1,91.8,133.5,61.7,125.7,161.6,123.2,96.6,163.2,57.2,128.2,130.2,106.9,127.1
"P52209",141.9,82,108.8,124.1,112.7,98.6,144.2,55.3,124.1,128.3,143.9,38.5,156.5,61.4,116.7,122.3,133.5,51.4
"P52272",90.8,78.9,78.6,107.1,104.8,148.5,107.7,83.8,81.9,111.3,108.2,154.9,92.4,78.4,83.6,110.6,109.2,125.8
"P52292",NA,NA,NA,NA,NA,NA,93.3,115.4,102.9,133.3,103.4,51.8,NA,NA,NA,NA,NA,NA
"P52294",101.4,125.2,83,76.3,111.1,103,116.8,97.5,101.7,78.7,92,183.6,104.2,161.9,101.2,92.2,95.9,89.2
"P52298",97.4,139,164.3,216.8,92,NA,123.6,NA,142.9,151.4,182.1,NA,146.2,103,58.2,190,183.1,NA
"P52306",134.3,82,158.4,135.4,144.4,159.3,148.2,90.1,149.6,135.2,130,172.8,139.2,80.7,177.3,156.3,126.6,87.9
"P52333",78.7,135.2,130.8,286.1,66.6,119,102.8,142.7,115.7,125.3,105.9,57.7,90.6,126.7,100,132.9,114.3,134.5
"P52564",NA,NA,NA,NA,NA,NA,160.7,27,128.1,148.9,135.3,NA,155.3,36.4,127.7,123.5,120.1,37
"P52566",89.4,156.2,102,111.3,105.2,108.8,74.2,104.3,149.2,150.3,83.1,151.5,104,106.9,96.8,91.1,87.5,113.8
"P52594",92.5,139.9,85.1,107.5,106.7,95.7,105.9,147.5,95,114.4,114.6,113.9,144.5,163.8,115.8,122.1,94.6,197.4
"P52597",84.4,114.7,78.1,110.7,129.3,117.9,108.2,102.9,96.6,130.1,112.8,149.7,82.3,106.4,86.1,125.5,117.1,144.6
"P52630",159.1,147.2,58,116.3,104.9,87.2,155.2,73.7,82.2,137.1,122.5,87.6,130.5,127.1,54.8,153.4,134.1,NA
"P52657",98.2,125.8,71.1,97.7,65.1,142.2,84.9,180.9,50.7,60.4,70.9,152.2,NA,NA,NA,NA,NA,NA
"P52701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7,109.4,83.6,117.4,101.9,113
"P52747",NA,NA,NA,NA,NA,NA,NA,NA,NA,261.7,338.3,NA,NA,NA,600,NA,NA,NA
"P52788",122,54.7,157.1,215.6,125.1,66.2,107.8,73.3,160.1,130.2,142.7,17.2,183.5,67.4,142.5,152.5,115.6,17.9
"P52789",122.7,206.4,104.5,100.1,106.9,84.6,78.8,113.5,98.2,100.4,93.9,115.1,147.4,114.3,128.5,76.3,91.3,198.6
"P52790",98.9,129.2,89.3,165.9,132.7,146.6,105.3,106,102.8,113.3,158.1,99.6,93.4,91.3,93.2,113,149.1,98.7
"P52815",122.9,50.6,134.2,136.7,122.7,65.8,141.4,60.6,123.9,139.5,134.6,NA,105.3,82.6,129.5,102.5,112.8,100.8
"P52824",48.6,182.4,61.8,77.5,109.9,119.9,74.8,120.6,74,88.9,85.3,156.4,102.6,81.6,94.3,96.1,90.9,134.5
"P52888",45.2,243.7,123.5,38.5,339.7,302.5,115.2,66.5,110.6,126.9,139.2,166.6,114.4,161.6,89.2,107.9,115.2,206.1
"P52907",133.4,120.8,110.6,105.9,110.3,65.4,144.2,148.7,149.3,123.5,138,49,140.6,84.8,135.9,123.1,121.1,43.9
"P52948",87.5,93.6,73.2,90,214.9,253.8,59,113.3,161.6,208.1,47.3,241,97,184.7,80.6,141.7,137.1,143
"P53004",144.7,66.5,131,140.9,143.4,NA,99.7,76.4,122,124.6,148.3,83.2,123.9,123.2,82.4,153.9,103.6,112.2
"P53007",95.7,124.9,112.2,112.9,103.1,122.2,97.6,111,100,95.3,128.1,183.7,77.3,128.9,104.5,104.8,120.9,152.9
"P53041",155.3,81.8,121.8,136.2,143.4,69.5,110.7,117.3,102.1,134.2,100.5,136.8,83.6,179.7,59.8,108.1,90.8,206.8
"P53367",120.4,NA,161.8,189.3,128.5,NA,NA,NA,NA,NA,NA,NA,129.4,36.1,145.9,146.9,141.7,NA
"P53384",86.6,133.9,86.5,98.2,94.7,100.2,104.4,154,101.5,83.1,81.4,75.6,120.1,150.9,73.7,73.3,103.4,78.5
"P53396",117.6,105.3,107.4,109,123.3,92.6,117.2,97.8,126,113.7,109.2,110.8,114.1,107.8,101,105.9,110.2,109.5
"P53567",75.6,53.4,76.1,114.7,116,164.2,97.5,79.1,59.6,122.7,122.2,119,NA,NA,NA,NA,NA,NA
"P53582",177.8,119.2,130,97.4,105.8,87.1,246.8,176.9,180.4,133.4,118,73.8,142.7,69.5,149.1,136,112.2,22.3
"P53597",138.3,111.7,75.5,83.9,95.8,94.7,61.9,143.3,81.2,109,106.7,97.8,60,141.5,83.7,144.2,111,119
"P53602",138.7,77.2,127,138.2,125.1,45.8,141.3,51.7,120,138.1,109.5,78.8,116.9,105.3,142.9,93,116.1,128.5
"P53609",96.1,119.6,116.7,128.5,270.4,33.6,96.1,80.7,147.1,231.1,206.9,NA,82.5,47.4,167.6,227.3,224,NA
"P53618",118.7,113.5,127.9,109.6,125.5,86.7,123.6,105.6,113.7,129.1,142.1,33.8,119.4,78.3,115,117.2,108.9,110.8
"P53621",121.2,111.6,124.8,125.4,116.6,95.1,109.4,128.5,110.6,135.8,113.9,99.3,111,108.9,100.8,115,118.1,99.4
"P53634",182,94.3,101.2,100.2,92.8,59,138.7,65.8,117.5,127.9,132.7,152.6,179.4,81.9,108.8,110.4,89.9,114.8
